epoch,train_loss,val_loss,train_top1,val_top1,val_correction_magnitude,val_observation_residual,val_smoothness_energy,val_frame_pgm_correction_magnitude,val_frame_pgm_observation_residual,val_frame_pgm_smoothness_energy,lr,epoch_time_sec
1,3.5217288371902455,3.541810481602909,0.07664805870915135,0.07919847328244274,,,,,,,0.0001,1.88794039998902
2,3.2459813500186443,3.48711179958955,0.10249012105626294,0.08206106870229007,,,,,,,0.0001,1.5692516000126489
3,3.096053677685533,3.4424881079724727,0.1239415417424575,0.09494274809160305,,,,,,,0.0001,1.5090384999639355
4,2.9624611466575326,3.231271991292939,0.14445211064416985,0.12643129770992367,,,,,,,0.0001,1.511145900003612
5,2.856930653363857,3.20443515923187,0.1553659913441636,0.13454198473282442,,,,,,,0.0001,1.712409200030379
6,2.773251289870623,3.1685404322529567,0.17336762215392335,0.14408396946564886,,,,,,,0.0001,1.5338968000141904
7,2.7183475036779012,3.1119226353769083,0.18340337452173366,0.15601145038167938,,,,,,,0.0001,1.5594504000036977
8,2.659768914769631,3.098600897170205,0.19074201844069497,0.15982824427480916,,,,,,,0.0001,1.529558599984739
9,2.6151092652132615,3.101617012315124,0.20498024211252588,0.15791984732824427,,,,,,,0.0001,1.5484359999536537
10,2.5752293996123607,3.090325974326097,0.21463965376654331,0.15458015267175573,,,,,,,0.0001,1.72122040000977
11,2.53213606098773,3.127380835190984,0.2271843442263062,0.14456106870229007,,,,,,,0.0001,1.555442499986384
12,2.489990035196862,3.1107564427470433,0.2326412845763031,0.15314885496183206,,,,,,,0.0001,1.5917314999969676
13,2.4665858107618694,3.0640904066216854,0.24468418741767547,0.17080152671755724,,,,,,,0.0001,1.530876599950716
14,2.4199646949797975,3.0575407752553927,0.25315185347801544,0.1674618320610687,,,,,,,0.0001,1.496600500016939
15,2.382873983385571,3.0727427260566302,0.26544565012858307,0.15935114503816794,,,,,,,0.0001,1.566236899991054
16,2.3621292581434403,3.128151931835495,0.27058897321708586,0.1674618320610687,,,,,,,0.0001,1.5238902000128292
17,2.3203785230739125,3.171420847186605,0.2807501724894938,0.1450381679389313,,,,,,,0.0001,1.5094368000281975
18,2.282632052266582,3.1433656415866533,0.290158690334316,0.16459923664122136,,,,,,,0.0001,1.5157726999605075
19,2.2519827831616213,3.15074961240055,0.3065922348366054,0.15648854961832062,,,,,,,0.0001,1.4992288000066765
20,2.204367462981415,3.1391909049667475,0.3138681553032679,0.16125954198473283,,,,,,,0.0001,1.5143797000055201
21,2.1842018600868953,3.2661012857014895,0.32490748290785926,0.15076335877862596,,,,,,,0.0001,1.5231944999541156
22,2.1441653802778746,3.14469455580675,0.3373894499153233,0.1760496183206107,,,,,,,0.0001,1.5239311000332236
23,2.103446607988108,3.24710094837742,0.3453553283572728,0.16603053435114504,,,,,,,0.0001,1.5267981000361033
24,2.073634109166278,3.3772935940109137,0.3584018064354262,0.16603053435114504,,,,,,,0.0001,1.5081104999990202
25,2.04519150634411,3.320698745378101,0.3666185786865709,0.16412213740458015,,,,,,,0.0001,1.509691399987787
26,1.9954768968691738,3.3029227202175226,0.3781596939095528,0.15553435114503816,,,,,,,0.0001,1.512250799976755
27,1.959981318063885,3.2923121543331,0.3863137427083987,0.16698473282442747,,,,,,,0.0001,1.5078516000066884
28,1.93324546828022,3.335740768272458,0.3959104309101173,0.17127862595419846,,,,,,,0.0001,1.512169499997981
29,1.8999626639122154,3.456015202835316,0.40531894875493946,0.17032442748091603,,,,,,,0.0001,1.5251683999667875
30,1.8576288086882142,3.429099395984912,0.41792636266700117,0.16603053435114504,,,,,,,0.0001,1.5101451000082307
31,1.8270516255670095,3.537210535457116,0.4283384557486044,0.16078244274809161,,,,,,,0.0001,1.5185375000000931
32,1.7972880016566295,3.5744929987055656,0.43461080097848587,0.16078244274809161,,,,,,,0.0001,1.5259531999472529
33,1.7572633922530008,3.6747990364336784,0.45016621714859184,0.16173664122137404,,,,,,,0.0001,1.5157496000174433
34,1.7487289543575963,3.60974383354187,0.4458382989399737,0.16412213740458015,,,,,,,0.0001,1.5073563999612816
35,1.6956773917094636,3.6173928257163244,0.4641535470112275,0.16984732824427481,,,,,,,0.0001,1.5138535000151023
36,1.666647830729068,3.759325389643662,0.4755064918773129,0.1736641221374046,,,,,,,0.0001,1.5115428999997675
37,1.6295805385598332,3.9323059802746956,0.4847895628175375,0.16698473282442747,,,,,,,0.0001,1.5155967000173405
38,1.5980729318088311,3.8088947598260776,0.49457442137615254,0.1650763358778626,,,,,,,0.0001,1.5972323999740183
39,1.573581883474088,4.036373928303027,0.498149658157185,0.16221374045801526,,,,,,,0.0001,1.6079879000317305
40,1.5562301346717795,3.905952395373628,0.5015367245813209,0.16269083969465647,,,,,,,0.0001,1.5748059999896213
